time,outsideTemp,electricityHeatPump,roomTemp
2017-12-29T14:00:00.000Z,,,
2017-12-29T15:00:00.000Z,,,
2017-12-29T16:00:00.000Z,,,
2017-12-29T17:00:00.000Z,,,
2017-12-29T18:00:00.000Z,,,
2017-12-29T19:00:00.000Z,,,
2017-12-29T20:00:00.000Z,,,
2017-12-29T21:00:00.000Z,,,
2017-12-29T22:00:00.000Z,,,
2017-12-29T23:00:00.000Z,,,
2017-12-30T00:00:00.000Z,,,
2017-12-30T01:00:00.000Z,,,
2017-12-30T02:00:00.000Z,,,
2017-12-30T03:00:00.000Z,,,
2017-12-30T04:00:00.000Z,,,
2017-12-30T05:00:00.000Z,,,
2017-12-30T06:00:00.000Z,,,
2017-12-30T07:00:00.000Z,,,
2017-12-30T08:00:00.000Z,,,
2017-12-30T09:00:00.000Z,,,
2017-12-30T10:00:00.000Z,,,
2017-12-30T11:00:00.000Z,,,
2017-12-30T12:00:00.000Z,,,
2017-12-30T13:00:00.000Z,,,
2017-12-30T14:00:00.000Z,,,
2017-12-30T15:00:00.000Z,,,
2017-12-30T16:00:00.000Z,,,
2017-12-30T17:00:00.000Z,,,
2017-12-30T18:00:00.000Z,,,
2017-12-30T19:00:00.000Z,,,
2017-12-30T20:00:00.000Z,,,
2017-12-30T21:00:00.000Z,,,
2017-12-30T22:00:00.000Z,,,
2017-12-30T23:00:00.000Z,,,
2017-12-31T00:00:00.000Z,,,
2017-12-31T01:00:00.000Z,,,
2017-12-31T02:00:00.000Z,,,
2017-12-31T03:00:00.000Z,,,
2017-12-31T04:00:00.000Z,,,
2017-12-31T05:00:00.000Z,,,
2017-12-31T06:00:00.000Z,,,
2017-12-31T07:00:00.000Z,,,
2017-12-31T08:00:00.000Z,,,
2017-12-31T09:00:00.000Z,,,
2017-12-31T10:00:00.000Z,,,
2017-12-31T11:00:00.000Z,,,
2017-12-31T12:00:00.000Z,,,
2017-12-31T13:00:00.000Z,,,
2017-12-31T14:00:00.000Z,,,
2017-12-31T15:00:00.000Z,,,
2017-12-31T16:00:00.000Z,,,
2017-12-31T17:00:00.000Z,,,
2017-12-31T18:00:00.000Z,,,
2017-12-31T19:00:00.000Z,,,
2017-12-31T20:00:00.000Z,,,
2017-12-31T21:00:00.000Z,,,
2017-12-31T22:00:00.000Z,,,
2017-12-31T23:00:00.000Z,,,
2018-01-01T00:00:00.000Z,,,
2018-01-01T01:00:00.000Z,,,
2018-01-01T02:00:00.000Z,,,
2018-01-01T03:00:00.000Z,,,
2018-01-01T04:00:00.000Z,,,
2018-01-01T05:00:00.000Z,,,
2018-01-01T06:00:00.000Z,,,
2018-01-01T07:00:00.000Z,,,
2018-01-01T08:00:00.000Z,,,
2018-01-01T09:00:00.000Z,,,
2018-01-01T10:00:00.000Z,,,
2018-01-01T11:00:00.000Z,,,
2018-01-01T12:00:00.000Z,,,
2018-01-01T13:00:00.000Z,,,
2018-01-01T14:00:00.000Z,,,
2018-01-01T15:00:00.000Z,,,
2018-01-01T16:00:00.000Z,,,
2018-01-01T17:00:00.000Z,,,
2018-01-01T18:00:00.000Z,,,
2018-01-01T19:00:00.000Z,,,
2018-01-01T20:00:00.000Z,,,
2018-01-01T21:00:00.000Z,,,
2018-01-01T22:00:00.000Z,,,
2018-01-01T23:00:00.000Z,,,
2018-01-02T00:00:00.000Z,,,
2018-01-02T01:00:00.000Z,,,
2018-01-02T02:00:00.000Z,,,
2018-01-02T03:00:00.000Z,,,
2018-01-02T04:00:00.000Z,,,
2018-01-02T05:00:00.000Z,,,
2018-01-02T06:00:00.000Z,,,
2018-01-02T07:00:00.000Z,,,
2018-01-02T08:00:00.000Z,,,
2018-01-02T09:00:00.000Z,,,
2018-01-02T10:00:00.000Z,,,
